temperature,time
23.2,2020-02-21 21:04:55.687413
23.2,2020-02-21 21:04:56.924550
23.2,2020-02-21 21:04:58.145709
23.2,2020-02-21 21:04:59.493862
23.2,2020-02-21 21:05:00.733839
23.2,2020-02-21 21:05:01.949430
23.2,2020-02-21 21:05:03.174000
23.2,2020-02-21 21:05:04.392246
23.2,2020-02-21 21:05:05.608748
23.2,2020-02-21 21:05:06.820992
23.2,2020-02-21 21:05:08.052919
23.2,2020-02-21 21:05:09.280706
23.2,2020-02-21 21:05:10.510389
23.2,2020-02-21 21:05:11.737378
23.2,2020-02-21 21:05:12.948592
23.2,2020-02-21 21:05:14.156260
23.2,2020-02-21 21:05:15.403769
23.2,2020-02-21 21:05:16.617554
23.2,2020-02-21 21:05:17.830201
23.2,2020-02-21 21:05:19.047210
23.2,2020-02-21 21:05:20.256742
23.2,2020-02-21 21:05:21.468656
23.2,2020-02-21 21:05:22.682544
23.2,2020-02-21 21:05:23.899114
23.2,2020-02-21 21:05:25.116030
23.2,2020-02-21 21:05:26.334225
23.2,2020-02-21 21:05:27.549776
23.2,2020-02-21 21:05:28.762929
23.2,2020-02-21 21:05:29.988618
23.2,2020-02-21 21:05:31.238117
23.2,2020-02-21 21:05:32.461761
23.1,2020-02-21 21:05:33.679627
23.1,2020-02-21 21:05:34.901912
23.1,2020-02-21 21:05:36.147058
23.1,2020-02-21 21:05:37.366251
23.2,2020-02-21 21:05:38.582918
23.2,2020-02-21 21:05:39.811441
23.2,2020-02-21 21:05:41.021350
23.1,2020-02-21 21:05:42.238630
23.1,2020-02-21 21:05:43.450631
23.1,2020-02-21 21:05:44.669050
23.1,2020-02-21 21:05:45.879424
23.2,2020-02-21 21:05:47.090504
23.2,2020-02-21 21:05:48.309953
23.2,2020-02-21 21:05:49.529213
23.2,2020-02-21 21:05:50.755440
23.2,2020-02-21 21:05:51.971917
23.2,2020-02-21 21:05:53.226254
23.2,2020-02-21 21:05:54.441970
23.2,2020-02-21 21:05:55.657879
23.2,2020-02-21 21:05:56.876127
23.2,2020-02-21 21:05:58.085862
23.2,2020-02-21 21:06:00.462299
23.2,2020-02-21 21:06:01.671325
23.2,2020-02-21 21:06:02.891707
23.2,2020-02-21 21:06:04.101118
23.2,2020-02-21 21:06:05.321824
23.2,2020-02-21 21:06:06.542848
23.2,2020-02-21 21:06:07.765844
23.2,2020-02-21 21:06:08.983649
23.2,2020-02-21 21:06:10.207330
23.2,2020-02-21 21:06:11.416025
23.2,2020-02-21 21:06:12.627207
23.2,2020-02-21 21:06:13.837360
23.2,2020-02-21 21:06:15.053940
23.2,2020-02-21 21:06:16.266011
23.2,2020-02-21 21:06:17.481697
23.2,2020-02-21 21:06:18.698179
23.2,2020-02-21 21:06:19.911099
23.2,2020-02-21 21:06:21.148044
23.2,2020-02-21 21:06:22.371788
23.2,2020-02-21 21:06:23.600796
23.2,2020-02-21 21:06:24.817098
23.2,2020-02-21 21:06:26.043170
23.2,2020-02-21 21:06:27.270799
23.2,2020-02-21 21:06:28.483873
23.2,2020-02-21 21:06:29.692040
23.2,2020-02-21 21:06:30.910389
23.2,2020-02-21 21:06:32.126724
23.2,2020-02-21 21:06:33.351982
23.2,2020-02-21 21:06:34.582499
23.2,2020-02-21 21:06:35.799616
23.2,2020-02-21 21:06:37.013436
23.2,2020-02-21 21:06:38.228421
23.2,2020-02-21 21:06:39.466731
23.2,2020-02-21 21:06:40.680241
23.2,2020-02-21 21:06:41.901126
23.2,2020-02-21 21:06:43.122552
23.2,2020-02-21 21:06:44.346119
23.2,2020-02-21 21:06:45.560363
23.2,2020-02-21 21:06:46.782500
23.2,2020-02-21 21:06:48.006342
23.3,2020-02-21 21:06:49.219401
23.3,2020-02-21 21:06:50.436729
23.3,2020-02-21 21:06:51.655199
23.3,2020-02-21 21:06:52.871549
23.3,2020-02-21 21:06:54.081214
23.3,2020-02-21 21:06:55.292978
23.3,2020-02-21 21:06:56.514651
23.2,2020-02-21 21:06:57.739510
23.2,2020-02-21 21:06:59.038554
23.2,2020-02-21 21:07:00.776960
23.2,2020-02-21 21:07:01.990337
23.2,2020-02-21 21:07:03.212002
23.2,2020-02-21 21:07:04.428585
23.2,2020-02-21 21:07:05.636340
23.2,2020-02-21 21:07:06.846282
23.2,2020-02-21 21:07:08.071554
23.2,2020-02-21 21:07:09.324315
23.2,2020-02-21 21:07:10.539635
23.2,2020-02-21 21:07:11.763703
23.2,2020-02-21 21:07:12.979350
23.2,2020-02-21 21:07:14.199577
23.2,2020-02-21 21:07:15.416778
23.2,2020-02-21 21:07:16.631496
23.2,2020-02-21 21:07:17.844986
23.2,2020-02-21 21:07:19.059817
23.2,2020-02-21 21:07:20.271097
23.2,2020-02-21 21:07:21.493884
23.2,2020-02-21 21:07:22.718116
23.2,2020-02-21 21:07:23.937496
23.2,2020-02-21 21:07:25.150995
23.2,2020-02-21 21:07:26.361417
23.2,2020-02-21 21:07:27.570237
23.2,2020-02-21 21:07:28.782237
23.2,2020-02-21 21:07:29.998725
23.2,2020-02-21 21:07:31.214599
23.2,2020-02-21 21:07:32.435288
23.2,2020-02-21 21:07:33.648172
23.2,2020-02-21 21:07:34.861537
23.2,2020-02-21 21:07:36.076919
23.2,2020-02-21 21:07:37.293175
23.2,2020-02-21 21:07:38.505056
23.2,2020-02-21 21:07:39.717770
23.2,2020-02-21 21:07:40.936181
23.2,2020-02-21 21:07:42.146230
23.2,2020-02-21 21:07:43.357374
23.2,2020-02-21 21:07:44.579762
23.2,2020-02-21 21:07:45.792529
23.2,2020-02-21 21:07:46.998753
23.2,2020-02-21 21:07:48.213226
23.2,2020-02-21 21:07:49.435890
23.2,2020-02-21 21:07:50.661693
23.2,2020-02-21 21:07:51.883718
23.2,2020-02-21 21:07:53.102353
23.2,2020-02-21 21:07:54.312483
23.2,2020-02-21 21:07:55.533684
23.2,2020-02-21 21:07:56.753122
23.2,2020-02-21 21:07:57.966220
23.2,2020-02-21 21:07:59.360596
23.2,2020-02-21 21:08:00.644554
23.2,2020-02-21 21:08:01.863294
23.2,2020-02-21 21:08:03.080298
23.2,2020-02-21 21:08:04.299498
23.2,2020-02-21 21:08:05.514212
23.2,2020-02-21 21:08:06.730704
23.2,2020-02-21 21:08:07.944496
23.2,2020-02-21 21:08:09.161050
23.2,2020-02-21 21:08:10.382414
23.2,2020-02-21 21:08:11.596047
23.2,2020-02-21 21:08:12.811398
23.2,2020-02-21 21:08:14.025150
23.2,2020-02-21 21:08:15.322802
23.2,2020-02-21 21:08:16.552722
23.2,2020-02-21 21:08:17.761240
23.2,2020-02-21 21:08:18.981632
23.2,2020-02-21 21:08:20.198490
23.2,2020-02-21 21:08:21.418086
23.2,2020-02-21 21:08:22.638735
23.2,2020-02-21 21:08:23.857226
23.2,2020-02-21 21:08:25.072389
23.2,2020-02-21 21:08:26.289316
23.2,2020-02-21 21:08:27.504293
23.2,2020-02-21 21:08:28.717208
23.2,2020-02-21 21:08:29.933202
23.2,2020-02-21 21:08:31.152726
23.2,2020-02-21 21:08:32.365960
23.2,2020-02-21 21:08:33.580489
23.2,2020-02-21 21:08:34.795825
23.2,2020-02-21 21:08:36.033684
23.2,2020-02-21 21:08:37.251289
23.2,2020-02-21 21:08:38.467419
23.2,2020-02-21 21:08:39.676815
23.2,2020-02-21 21:08:40.924051
23.2,2020-02-21 21:08:42.142210
23.2,2020-02-21 21:08:43.357313
23.2,2020-02-21 21:08:44.569601
23.2,2020-02-21 21:08:45.782775
23.2,2020-02-21 21:08:47.003390
23.2,2020-02-21 21:08:48.222519
23.2,2020-02-21 21:08:49.443197
23.2,2020-02-21 21:08:50.661167
23.2,2020-02-21 21:08:51.876096
23.2,2020-02-21 21:08:53.089705
23.2,2020-02-21 21:08:54.304311
23.2,2020-02-21 21:08:55.543984
23.2,2020-02-21 21:08:56.758415
23.2,2020-02-21 21:08:57.970972
23.2,2020-02-21 21:08:59.359005
23.2,2020-02-21 21:09:00.646004
23.2,2020-02-21 21:09:01.859433
23.2,2020-02-21 21:09:03.069727
23.2,2020-02-21 21:09:04.285176
23.2,2020-02-21 21:09:05.497310
23.2,2020-02-21 21:09:06.712482
23.2,2020-02-21 21:09:07.931245
23.2,2020-02-21 21:09:09.144374
23.2,2020-02-21 21:09:10.368373
23.2,2020-02-21 21:09:11.587465
23.2,2020-02-21 21:09:12.803414
23.2,2020-02-21 21:09:14.028051
23.2,2020-02-21 21:09:15.251217
23.2,2020-02-21 21:09:16.485928
23.2,2020-02-21 21:09:17.703484
23.2,2020-02-21 21:09:18.915740
23.2,2020-02-21 21:09:20.125785
23.2,2020-02-21 21:09:21.581446
23.2,2020-02-21 21:09:22.797236
23.2,2020-02-21 21:09:24.015036
23.2,2020-02-21 21:09:25.227066
23.2,2020-02-21 21:09:26.438086
23.2,2020-02-21 21:09:27.656028
23.3,2020-02-21 21:09:28.868951
23.3,2020-02-21 21:09:30.092592
23.3,2020-02-21 21:09:31.310375
23.3,2020-02-21 21:09:32.523130
23.3,2020-02-21 21:09:33.734668
23.3,2020-02-21 21:09:34.958666
23.3,2020-02-21 21:09:36.171929
23.3,2020-02-21 21:09:37.392525
23.3,2020-02-21 21:09:38.604182
23.3,2020-02-21 21:09:39.827087
23.3,2020-02-21 21:09:41.050904
23.3,2020-02-21 21:09:42.284042
23.3,2020-02-21 21:09:43.504975
23.3,2020-02-21 21:09:49.906178
23.3,2020-02-21 21:09:51.116834
23.3,2020-02-21 21:09:52.330369
23.3,2020-02-21 21:09:53.543377
23.3,2020-02-21 21:09:54.758243
23.3,2020-02-21 21:09:55.973905
23.3,2020-02-21 21:09:57.185848
23.3,2020-02-21 21:09:58.398370
23.3,2020-02-21 21:09:59.835980
23.3,2020-02-21 21:10:01.053203
23.3,2020-02-21 21:10:02.266770
23.3,2020-02-21 21:10:03.488990
23.3,2020-02-21 21:10:04.709644
23.4,2020-02-21 21:10:05.928253
23.4,2020-02-21 21:10:07.139909
23.4,2020-02-21 21:10:08.353622
23.4,2020-02-21 21:10:09.567880
23.4,2020-02-21 21:10:10.781926
23.4,2020-02-21 21:10:11.995706
23.4,2020-02-21 21:10:13.214881
23.4,2020-02-21 21:10:14.442129
23.4,2020-02-21 21:10:15.654004
23.4,2020-02-21 21:10:16.872263
23.4,2020-02-21 21:10:18.087578
23.4,2020-02-21 21:10:19.308579
23.4,2020-02-21 21:10:20.521533
23.4,2020-02-21 21:10:21.740002
23.4,2020-02-21 21:10:22.961097
23.4,2020-02-21 21:10:24.176943
23.4,2020-02-21 21:10:25.393687
23.4,2020-02-21 21:10:26.617126
23.4,2020-02-21 21:10:27.824481
23.4,2020-02-21 21:10:29.034955
23.4,2020-02-21 21:10:30.250821
23.4,2020-02-21 21:10:31.464918
23.4,2020-02-21 21:10:32.676071
23.4,2020-02-21 21:10:33.897263
23.4,2020-02-21 21:10:35.124843
23.4,2020-02-21 21:10:36.347908
23.4,2020-02-21 21:10:37.559658
23.4,2020-02-21 21:10:38.783271
23.4,2020-02-21 21:10:39.999122
23.4,2020-02-21 21:10:41.207421
23.4,2020-02-21 21:10:42.423557
23.4,2020-02-21 21:10:43.661870
23.4,2020-02-21 21:10:44.874396
23.4,2020-02-21 21:10:46.095135
23.4,2020-02-21 21:10:47.307287
23.4,2020-02-21 21:10:48.529257
23.4,2020-02-21 21:10:49.743572
23.4,2020-02-21 21:10:50.959106
23.4,2020-02-21 21:10:52.172842
23.4,2020-02-21 21:10:53.414861
23.4,2020-02-21 21:10:54.623713
23.4,2020-02-21 21:10:55.834327
23.4,2020-02-21 21:10:57.061377
23.4,2020-02-21 21:10:58.276352
23.4,2020-02-21 21:10:59.663346
23.4,2020-02-21 21:11:00.879725
23.4,2020-02-21 21:11:02.091446
23.4,2020-02-21 21:11:03.301152
23.4,2020-02-21 21:11:04.517062
23.4,2020-02-21 21:11:05.734517
23.4,2020-02-21 21:11:06.955869
23.5,2020-02-21 21:11:08.175011
23.5,2020-02-21 21:11:09.385935
23.5,2020-02-21 21:11:10.608567
23.5,2020-02-21 21:11:11.818929
23.5,2020-02-21 21:11:13.033226
23.5,2020-02-21 21:11:14.265071
23.5,2020-02-21 21:11:15.557645
23.5,2020-02-21 21:11:16.769749
23.5,2020-02-21 21:11:18.035132
23.5,2020-02-21 21:11:19.294124
23.5,2020-02-21 21:11:20.596015
23.5,2020-02-21 21:11:21.819086
23.5,2020-02-21 21:11:23.047111
23.5,2020-02-21 21:11:24.264187
23.5,2020-02-21 21:11:25.483436
23.5,2020-02-21 21:11:26.697133
23.5,2020-02-21 21:11:27.934234
23.5,2020-02-21 21:11:29.152901
23.5,2020-02-21 21:11:30.369846
23.5,2020-02-21 21:11:31.620347
23.5,2020-02-21 21:11:32.847178
23.5,2020-02-21 21:11:34.057382
23.5,2020-02-21 21:11:35.275064
23.5,2020-02-21 21:11:36.498199
23.5,2020-02-21 21:11:37.716688
23.5,2020-02-21 21:11:38.932542
23.5,2020-02-21 21:11:40.158913
23.5,2020-02-21 21:11:41.373098
23.5,2020-02-21 21:11:42.593080
23.5,2020-02-21 21:11:43.805314
23.5,2020-02-21 21:11:45.015161
23.5,2020-02-21 21:11:46.228696
23.5,2020-02-21 21:11:47.450426
23.5,2020-02-21 21:11:48.668772
23.5,2020-02-21 21:11:49.880025
23.5,2020-02-21 21:11:51.101208
23.5,2020-02-21 21:11:52.315535
23.5,2020-02-21 21:11:53.530276
23.5,2020-02-21 21:11:54.779644
23.5,2020-02-21 21:11:55.997219
23.5,2020-02-21 21:11:57.209778
24.0,2020-02-21 21:11:58.436084
24.0,2020-02-21 21:11:59.839259
24.0,2020-02-21 21:12:01.110251
24.0,2020-02-21 21:12:02.323957
24.0,2020-02-21 21:12:03.541551
24.0,2020-02-21 21:12:04.787611
24.0,2020-02-21 21:12:06.008463
23.9,2020-02-21 21:12:07.220162
23.9,2020-02-21 21:12:08.432468
23.9,2020-02-21 21:12:09.649802
23.9,2020-02-21 21:12:10.861089
23.9,2020-02-21 21:12:12.079695
23.9,2020-02-21 21:12:13.296081
23.9,2020-02-21 21:12:14.512054
23.9,2020-02-21 21:12:15.729757
23.9,2020-02-21 21:12:16.954679
23.9,2020-02-21 21:12:18.172812
23.9,2020-02-21 21:12:19.766120
23.9,2020-02-21 21:12:20.982582
23.9,2020-02-21 21:12:22.212880
23.9,2020-02-21 21:12:23.436462
23.9,2020-02-21 21:12:24.643970
23.9,2020-02-21 21:12:25.864430
23.9,2020-02-21 21:12:27.075412
23.9,2020-02-21 21:12:28.650020
23.9,2020-02-21 21:12:29.873038
23.9,2020-02-21 21:12:31.091186
23.9,2020-02-21 21:12:32.305724
23.9,2020-02-21 21:12:33.524339
23.9,2020-02-21 21:12:34.737632
23.9,2020-02-21 21:12:35.977889
23.9,2020-02-21 21:12:37.546116
23.9,2020-02-21 21:12:38.756154
23.9,2020-02-21 21:12:39.966701
23.9,2020-02-21 21:12:41.178428
23.9,2020-02-21 21:12:42.392975
23.9,2020-02-21 21:12:43.992201
23.9,2020-02-21 21:12:45.208444
23.9,2020-02-21 21:12:46.460598
23.9,2020-02-21 21:12:47.678943
23.8,2020-02-21 21:12:49.261314
23.8,2020-02-21 21:12:50.479888
23.8,2020-02-21 21:12:52.084607
23.9,2020-02-21 21:12:53.686249
23.9,2020-02-21 21:12:54.904768
23.9,2020-02-21 21:12:56.491860
23.8,2020-02-21 21:12:57.707209
23.8,2020-02-21 21:12:59.651452
23.9,2020-02-21 21:13:01.226532
23.9,2020-02-21 21:13:02.805759
23.9,2020-02-21 21:13:04.416622
23.9,2020-02-21 21:13:05.995978
23.9,2020-02-21 21:13:07.559806
23.9,2020-02-21 21:13:09.176890
23.9,2020-02-21 21:13:10.749630
23.9,2020-02-21 21:13:12.313727
23.9,2020-02-21 21:13:13.910603
23.9,2020-02-21 21:13:15.483158
23.9,2020-02-21 21:13:17.047675
23.9,2020-02-21 21:13:18.618787
23.9,2020-02-21 21:13:19.835112
23.9,2020-02-21 21:13:21.411613
23.9,2020-02-21 21:13:22.622703
23.9,2020-02-21 21:13:24.199331
23.9,2020-02-21 21:13:25.788749
23.8,2020-02-21 21:13:27.375657
23.8,2020-02-21 21:13:28.961787
23.8,2020-02-21 21:13:30.541340
23.8,2020-02-21 21:13:32.111180
23.8,2020-02-21 21:13:33.722588
23.8,2020-02-21 21:13:34.943202
23.8,2020-02-21 21:13:36.523357
23.8,2020-02-21 21:13:38.120486
23.8,2020-02-21 21:13:39.710535
23.8,2020-02-21 21:13:41.277605
23.8,2020-02-21 21:13:42.859012
23.8,2020-02-21 21:13:44.467113
23.8,2020-02-21 21:13:46.079069
23.8,2020-02-21 21:13:47.635338
23.8,2020-02-21 21:13:49.192100
23.8,2020-02-21 21:13:50.773965
23.8,2020-02-21 21:13:52.367348
23.8,2020-02-21 21:13:53.954610
23.8,2020-02-21 21:13:55.812740
23.8,2020-02-21 21:13:57.385351
23.8,2020-02-21 21:13:59.164533
23.8,2020-02-21 21:14:00.867180
23.8,2020-02-21 21:14:02.438056
23.8,2020-02-21 21:14:04.005933
23.8,2020-02-21 21:14:05.570909
23.8,2020-02-21 21:14:12.153990
23.8,2020-02-21 21:14:13.741161
23.8,2020-02-21 21:14:15.313275
23.8,2020-02-21 21:14:16.882496
23.8,2020-02-21 21:14:18.468522
23.8,2020-02-21 21:14:20.040094
23.8,2020-02-21 21:14:21.611198
23.8,2020-02-21 21:14:23.336267
23.8,2020-02-21 21:14:24.904711
23.8,2020-02-21 21:14:26.475885
23.8,2020-02-21 21:14:28.096954
23.9,2020-02-21 21:14:29.719905
23.9,2020-02-21 21:14:31.355857
23.9,2020-02-21 21:14:32.990851
23.9,2020-02-21 21:14:34.558427
23.9,2020-02-21 21:14:36.165546
23.9,2020-02-21 21:14:37.733561
23.9,2020-02-21 21:14:39.306802
23.9,2020-02-21 21:14:40.884636
23.9,2020-02-21 21:14:42.452914
23.9,2020-02-21 21:14:44.030877
23.9,2020-02-21 21:14:45.611684
23.9,2020-02-21 21:14:47.182956
23.9,2020-02-21 21:14:48.744971
23.9,2020-02-21 21:14:50.313089
23.9,2020-02-21 21:14:51.888853
23.9,2020-02-21 21:14:53.453967
23.9,2020-02-21 21:14:55.031235
23.9,2020-02-21 21:14:56.599097
23.9,2020-02-21 21:14:58.177366
23.9,2020-02-21 21:15:00.177381
23.9,2020-02-21 21:15:01.731756
23.9,2020-02-21 21:15:03.302028
23.9,2020-02-21 21:15:04.866799
23.9,2020-02-21 21:15:06.431242
23.9,2020-02-21 21:15:08.002303
23.9,2020-02-21 21:15:09.565012
23.9,2020-02-21 21:15:11.144344
23.9,2020-02-21 21:15:12.713419
23.9,2020-02-21 21:15:14.269519
23.9,2020-02-21 21:15:15.849280
23.9,2020-02-21 21:15:17.413953
23.9,2020-02-21 21:15:18.999045
23.9,2020-02-21 21:15:20.574847
23.9,2020-02-21 21:15:22.159866
23.9,2020-02-21 21:15:23.732822
23.9,2020-02-21 21:15:25.309796
23.9,2020-02-21 21:15:26.897548
23.9,2020-02-21 21:15:28.482374
23.9,2020-02-21 21:15:30.058894
23.9,2020-02-21 21:15:31.620709
23.9,2020-02-21 21:15:33.188244
23.9,2020-02-21 21:15:34.771710
23.9,2020-02-21 21:15:36.349101
23.9,2020-02-21 21:15:37.914412
23.9,2020-02-21 21:15:39.497073
24.0,2020-02-21 21:15:41.056719
24.0,2020-02-21 21:15:42.628315
23.9,2020-02-21 21:15:44.191602
23.9,2020-02-21 21:15:45.773149
23.9,2020-02-21 21:15:47.344544
24.0,2020-02-21 21:15:48.908791
24.0,2020-02-21 21:15:50.567411
24.0,2020-02-21 21:15:52.132604
24.0,2020-02-21 21:15:53.711232
24.0,2020-02-21 21:15:55.323771
24.0,2020-02-21 21:15:56.885198
24.0,2020-02-21 21:15:58.533496
24.0,2020-02-21 21:16:00.534120
24.0,2020-02-21 21:16:02.093286
24.0,2020-02-21 21:16:03.661375
24.0,2020-02-21 21:16:05.217340
24.0,2020-02-21 21:16:06.780405
24.0,2020-02-21 21:16:08.376575
24.0,2020-02-21 21:16:09.943879
24.0,2020-02-21 21:16:11.518596
24.0,2020-02-21 21:16:13.073529
24.0,2020-02-21 21:16:14.680246
24.0,2020-02-21 21:16:16.255844
24.0,2020-02-21 21:16:17.817759
24.0,2020-02-21 21:16:19.374493
24.0,2020-02-21 21:16:20.982026
24.0,2020-02-21 21:16:22.559534
24.0,2020-02-21 21:16:24.207401
24.1,2020-02-21 21:16:25.842350
24.1,2020-02-21 21:16:27.429326
24.1,2020-02-21 21:16:29.022769
24.1,2020-02-21 21:16:30.603265
24.1,2020-02-21 21:16:32.206152
24.1,2020-02-21 21:16:33.799413
24.1,2020-02-21 21:16:35.376725
24.1,2020-02-21 21:16:36.978986
24.1,2020-02-21 21:16:38.569562
24.1,2020-02-21 21:16:40.176294
24.1,2020-02-21 21:16:41.790548
24.1,2020-02-21 21:16:43.376361
24.1,2020-02-21 21:16:44.958633
24.1,2020-02-21 21:16:46.552167
24.1,2020-02-21 21:16:48.156528
24.1,2020-02-21 21:16:49.724577
24.1,2020-02-21 21:16:51.357473
24.1,2020-02-21 21:16:52.943309
24.1,2020-02-21 21:16:54.510653
24.1,2020-02-21 21:16:56.093789
24.1,2020-02-21 21:16:57.772125
24.1,2020-02-21 21:17:00.032442
24.1,2020-02-21 21:17:06.609604
24.1,2020-02-21 21:17:08.199602
24.1,2020-02-21 21:17:09.809250
24.1,2020-02-21 21:17:11.434149
24.1,2020-02-21 21:17:13.029964
24.1,2020-02-21 21:17:14.631815
24.1,2020-02-21 21:17:16.237208
24.1,2020-02-21 21:17:17.880966
24.1,2020-02-21 21:17:19.528187
24.1,2020-02-21 21:17:21.088322
24.1,2020-02-21 21:17:22.657430
24.1,2020-02-21 21:17:24.223424
24.1,2020-02-21 21:17:25.798699
24.1,2020-02-21 21:17:27.383666
24.1,2020-02-21 21:17:28.960679
24.1,2020-02-21 21:17:30.534986
24.1,2020-02-21 21:17:32.101131
24.1,2020-02-21 21:17:33.670693
24.1,2020-02-21 21:17:35.278877
24.0,2020-02-21 21:17:36.863191
24.0,2020-02-21 21:17:38.440243
24.0,2020-02-21 21:17:40.004337
24.0,2020-02-21 21:17:41.586716
24.0,2020-02-21 21:17:43.151331
24.0,2020-02-21 21:17:44.710655
23.9,2020-02-21 21:17:46.271702
23.9,2020-02-21 21:17:47.839354
23.9,2020-02-21 21:17:49.399869
23.9,2020-02-21 21:17:50.962997
23.9,2020-02-21 21:17:53.608737
23.9,2020-02-21 21:17:55.172420
23.9,2020-02-21 21:17:56.754980
23.8,2020-02-21 21:17:58.336798
23.8,2020-02-21 21:18:00.895197
23.8,2020-02-21 21:18:02.469207
23.8,2020-02-21 21:18:04.071868
23.8,2020-02-21 21:18:05.650932
23.8,2020-02-21 21:18:07.229525
23.8,2020-02-21 21:18:08.867217
23.8,2020-02-21 21:18:10.455355
23.8,2020-02-21 21:18:12.034203
23.8,2020-02-21 21:18:13.614779
23.8,2020-02-21 21:18:15.243400
23.8,2020-02-21 21:18:16.829448
23.8,2020-02-21 21:18:18.411737
23.8,2020-02-21 21:18:20.004834
23.8,2020-02-21 21:18:21.578160
23.9,2020-02-21 21:18:23.144527
23.9,2020-02-21 21:18:24.736674
23.9,2020-02-21 21:18:26.346509
23.9,2020-02-21 21:18:32.917290
23.9,2020-02-21 21:18:34.512857
24.1,2020-02-21 21:21:10.349556
24.1,2020-02-21 21:21:12.014395
24.1,2020-02-21 21:21:13.566717
24.1,2020-02-21 21:21:15.172655
24.1,2020-02-21 21:21:16.743029
24.1,2020-02-21 21:21:18.293973
24.1,2020-02-21 21:21:19.844568
24.1,2020-02-21 21:21:21.411475
24.1,2020-02-21 21:21:22.973900
24.1,2020-02-21 21:21:24.555647
24.1,2020-02-21 21:21:26.134028
24.1,2020-02-21 21:21:27.702103
24.1,2020-02-21 21:21:29.295151
24.1,2020-02-21 21:21:30.858463
24.1,2020-02-21 21:21:32.444522
24.1,2020-02-21 21:21:34.016229
24.1,2020-02-21 21:21:35.581832
24.1,2020-02-21 21:21:37.156261
24.1,2020-02-21 21:21:38.747976
24.6,2020-02-21 21:21:40.330194
24.6,2020-02-21 21:21:41.917214
24.6,2020-02-21 21:21:43.551439
25.0,2020-02-21 21:21:45.140925
25.0,2020-02-21 21:21:47.013042
24.9,2020-02-21 21:21:48.608622
24.9,2020-02-21 21:21:50.172918
24.9,2020-02-21 21:21:51.747053
24.8,2020-02-21 21:21:53.303547
24.8,2020-02-21 21:21:54.865229
24.8,2020-02-21 21:21:56.715217
24.8,2020-02-21 21:21:58.319150
24.8,2020-02-21 21:22:00.319778
24.8,2020-02-21 21:22:01.884185
24.8,2020-02-21 21:22:03.471161
24.7,2020-02-21 21:22:05.054541
24.7,2020-02-21 21:22:11.642557
24.7,2020-02-21 21:22:13.202277
24.7,2020-02-21 21:22:14.776763
24.7,2020-02-21 21:22:16.356922
24.6,2020-02-21 21:22:23.097257
24.6,2020-02-21 21:22:24.663747
24.6,2020-02-21 21:22:26.222691
24.6,2020-02-21 21:22:27.789113
24.6,2020-02-21 21:22:29.364629
24.6,2020-02-21 21:22:30.942596
24.6,2020-02-21 21:22:32.501959
24.6,2020-02-21 21:22:34.060974
24.5,2020-02-21 21:22:35.672616
24.5,2020-02-21 21:22:37.229382
24.5,2020-02-21 21:22:38.810289
24.5,2020-02-21 21:22:40.388393
24.5,2020-02-21 21:22:41.949429
24.5,2020-02-21 21:22:44.550951
24.5,2020-02-21 21:22:46.283748
24.5,2020-02-21 21:22:47.922454
24.5,2020-02-21 21:22:49.549310
24.5,2020-02-21 21:22:51.157178
24.5,2020-02-21 21:22:52.737180
24.5,2020-02-21 21:22:54.358460
24.5,2020-02-21 21:22:56.006358
24.5,2020-02-21 21:22:57.612852
24.5,2020-02-21 21:22:59.673559
24.5,2020-02-21 21:23:01.262791
24.5,2020-02-21 21:23:02.856243
24.4,2020-02-21 21:23:04.517798
24.4,2020-02-21 21:23:06.125002
24.4,2020-02-21 21:23:07.719792
24.4,2020-02-21 21:23:09.313826
24.4,2020-02-21 21:23:10.889399
24.4,2020-02-21 21:23:12.473144
24.4,2020-02-21 21:23:14.045539
24.4,2020-02-21 21:23:15.617464
24.4,2020-02-21 21:23:17.184781
24.4,2020-02-21 21:23:18.740292
24.4,2020-02-21 21:23:20.311444
24.4,2020-02-21 21:23:21.884199
